escenario,rep,muestra,timestamp,N_peers,cpu_nodo_pct,mem_nodo_pct,egress_tx_Bps,egress_rx_Bps,pod_cpu_m,pod_mem_Mi,bitrate_Mbps,latencia_g2g_ms,startup_ms,stalls_per_min,notas,,timestamp,sistema,escenario,parametro,repeticion,startup_ms,stalls_count,duracion_s,stalls_per_min,fuente_stalls
E2,3,3,2026-07-04T16:38:57,10,16.03,22.01,1295,51,3983,2803,2.873,2800,5606.6,0,,,2026-07-04T15:21:50.589Z,P2,E2,N=10,3,5606.6,0,78.3,0,freezeCount
E2,3,4,2026-07-04T16:39:28,10,15.75,22,1297,54,3983,2803,2.921,2800,5643.4,1.22,,,2026-07-04T15:23:35.872Z,P2,E2,N=10,4,5643.4,2,98.1,1.22,freezeCount
E2,4,1,2026-07-04T18:45:38,20,14.04,23.46,1309,51,3991,2647,2.93,20000,7648.7,0,,,2026-07-04T19:27:08.609Z,P2,E2,N=20,1,7648.7,0,71.4,0,freezeCount
E2,4,2,2026-07-04T18:45:54,20,16.58,23.55,1309,51,3991,2647,3.378,22000,7618.3,0,,,2026-07-04T19:29:02.151Z,P2,E2,N=20,2,7618.3,0,100.3,0,freezeCount
E2,4,3,2026-07-04T18:46:03,20,16.58,23.55,1309,51,3991,2647,3.245,26000,7614.4,0.54,,,2026-07-04T19:31:08.862Z,P2,E2,N=20,3,7614.4,1,110.2,0.54,freezeCount
E2,4,4,2026-07-04T18:48:05,20,20.51,23.44,1312,51,3997,2890,3.049,33000,7826.6,1.47,cpu_pod al limite del cgroup (4000m)  mem sigue creciendo sin OOM tras ~3.5min de carga sostenida,,2026-07-04T19:34:19.864Z,P2,E2,N=20,4,7826.6,2,81.4,1.47,freezeCount
E3,1,1,2026-09-02T16:14:18,5,7.26,14.1,1281,53,1230,934,3.125,1518,5516,0,,,2026-09-02T14:14:58.412Z,P2,E3,N=5,1,5516,0,71.8,0,freezeCount
E3,1,2,2026-09-02T16:16:05,5,8.16,13.97,1321,50,1624,947,2.76,1474,5288,0,,,2026-09-02T14:16:55.789Z,P2,E3,N=5,2,5288,0,44,0,freezeCount
E3,1,3,2026-09-02T16:18:42,5,8.19,14.38,1326,51,1578,920,2.526,1525,5562,0,,,2026-09-02T14:20:02.103Z,P2,E3,N=5,3,5562,0,127.1,0,freezeCount
E3,1,4,2026-09-02T16:20:11,5,8.23,14.05,1284,56,1537,982,3.123,1482,5305,0,,,2026-09-02T14:20:55.645Z,P2,E3,N=5,4,5305,0,150.4,0,freezeCount
E3,2,1,2026-09-02T16:22:50,5,8.37,13.88,1321,52,1631,1168,3.153,1528,6446,0,,,2026-09-02T14:23:20.318Z,P2,E3,N=5,1,6446,0,136,0,freezeCount
E3,2,2,2026-09-02T16:25:07,5,8.02,13.74,1289,50,1580,1226,3.151,1475,6264,0,,,2026-09-02T14:26:06.891Z,P2,E3,N=5,2,6264,0,116.6,0,freezeCount
E3,2,3,2026-09-02T16:27:19,5,8.27,14.12,1322,51,1586,1191,2.712,1528,6226,0,,,2026-09-02T14:27:59.550Z,P2,E3,N=5,3,6226,0,142.4,0,freezeCount
E3,2,4,2026-09-02T16:31:00,5,8.1,14.21,1319,53,1632,1210,3.176,1527,6992,0,,,2026-09-02T14:31:53.120Z,P2,E3,N=5,4,6992,0,356.1,0,freezeCount
